standard_number,standard_number_raw,is_number,part,title,scope_description,scope_source,scope_usable,category,latest_version,version_source,year_published,certification_type,mandatory,certification_source,qco_reference,certification_basis,certification_reference,source_url,confidence,review_severity,amendment_count,source,review_reason
IS 2720-3:1980,IS: 2720 (Part. III) 1980,2720,3,Determination of specific gravity of fine-grained soil  Sect/1,1.1 This standard ( Part 1 ) covers the method of preparation of dry samples from the bulk soil sample received from the field for various laboratory tests. ♦Rules for rounding off numerical values ( revistd)* 3 IS : 2720 ( Part 1 )- 1983,scraped,True,Food & Agriculture,IS 2720-3:1980,derived_from_year,1980,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.2720.1.1983,medium,minor,,wikipedia_civil_codes;archive_org_scope,certification_not_determined;missing_amendment_count
IS 2720-4:1985,IS:2720 (Part.4) 1985,2720,4,Grain size analysis,1.1 This standard ( Part 1 ) covers the method of preparation of dry samples from the bulk soil sample received from the field for various laboratory tests. ♦Rules for rounding off numerical values ( revistd)* 3 IS : 2720 ( Part 1 )- 1983,scraped,True,Food & Agriculture,IS 2720-4:1985,derived_from_year,1985,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.2720.1.1983,medium,minor,,wikipedia_civil_codes;archive_org_scope,certification_not_determined;missing_amendment_count
IS 2720-5:1985,IS:2720 (Part.5) 1985,2720,5,Determination of Liquid and plastic limit,1.1 This standard ( Part 1 ) covers the method of preparation of dry samples from the bulk soil sample received from the field for various laboratory tests. ♦Rules for rounding off numerical values ( revistd)* 3 IS : 2720 ( Part 1 )- 1983,scraped,True,Plastics & Rubber,IS 2720-5:1985,derived_from_year,1985,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.2720.1.1983,medium,minor,,wikipedia_civil_codes;archive_org_scope,certification_not_determined;missing_amendment_count
IS 2720-6:1987,IS: 2720 (Part. VI) 1987,2720,6,Determination of shrinkage factors,1.1 This standard ( Part 1 ) covers the method of preparation of dry samples from the bulk soil sample received from the field for various laboratory tests. ♦Rules for rounding off numerical values ( revistd)* 3 IS : 2720 ( Part 1 )- 1983,scraped,True,Cement & Construction,IS 2720-6:1987,derived_from_year,1987,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.2720.1.1983,medium,minor,,wikipedia_civil_codes;archive_org_scope,certification_not_determined;missing_amendment_count
IS 2720-7:1980,IS: 2720 (Part. VII) 1980,2720,7,Determination of water content - dry density relation using light compaction,1.1 This standard ( Part 1 ) covers the method of preparation of dry samples from the bulk soil sample received from the field for various laboratory tests. ♦Rules for rounding off numerical values ( revistd)* 3 IS : 2720 ( Part 1 )- 1983,scraped,True,Water & Environment,IS 2720-7:1980,derived_from_year,1980,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.2720.1.1983,medium,minor,,wikipedia_civil_codes;archive_org_scope,certification_not_determined;missing_amendment_count
IS 2720-8:1983,IS:2720 (Part.8) 1983,2720,8,Determination of water content - dry density relation using heavy compaction,1.1 This standard ( Part 1 ) covers the method of preparation of dry samples from the bulk soil sample received from the field for various laboratory tests. ♦Rules for rounding off numerical values ( revistd)* 3 IS : 2720 ( Part 1 )- 1983,scraped,True,Water & Environment,IS 2720-8:1983,derived_from_year,1983,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.2720.1.1983,medium,minor,,wikipedia_civil_codes;archive_org_scope,certification_not_determined;missing_amendment_count
IS 2720-9:1971,IS:2720 (Part IX) 1971,2720,9,Determination of water content - dry density relation using constant wt. soil method,1.1 This standard ( Part 1 ) covers the method of preparation of dry samples from the bulk soil sample received from the field for various laboratory tests. ♦Rules for rounding off numerical values ( revistd)* 3 IS : 2720 ( Part 1 )- 1983,scraped,True,Water & Environment,IS 2720-9:1971,derived_from_year,1971,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.2720.1.1983,medium,minor,,wikipedia_civil_codes;archive_org_scope,certification_not_determined;missing_amendment_count
IS 2720-10:1991,IS: 2720 (Part. X) 1991,2720,10,Determination of Unconfined compressive strength,1.1 This standard ( Part 1 ) covers the method of preparation of dry samples from the bulk soil sample received from the field for various laboratory tests. ♦Rules for rounding off numerical values ( revistd)* 3 IS : 2720 ( Part 1 )- 1983,scraped,True,Cement & Construction,IS 2720-10:1991,derived_from_year,1991,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.2720.1.1983,medium,minor,,wikipedia_civil_codes;archive_org_scope,certification_not_determined;missing_amendment_count
IS 2720-11:1971,IS:2720(Part. XI) 1971,2720,11,Determination of shear strength parameters(tri-axial) with out measurement of pore pressure parameters(Tri-axial compaction),1.1 This standard ( Part 1 ) covers the method of preparation of dry samples from the bulk soil sample received from the field for various laboratory tests. ♦Rules for rounding off numerical values ( revistd)* 3 IS : 2720 ( Part 1 )- 1983,scraped,True,Mining & Minerals,IS 2720-11:1971,derived_from_year,1971,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.2720.1.1983,medium,minor,,wikipedia_civil_codes;archive_org_scope,certification_not_determined;missing_amendment_count
IS 2720-12:1981,IS: 2720 (Part. XII) 1981,2720,12,Determination of shear strength parameters (Tri-axial compaction),1.1 This standard ( Part 1 ) covers the method of preparation of dry samples from the bulk soil sample received from the field for various laboratory tests. ♦Rules for rounding off numerical values ( revistd)* 3 IS : 2720 ( Part 1 )- 1983,scraped,True,Cement & Construction,IS 2720-12:1981,derived_from_year,1981,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.2720.1.1983,medium,minor,,wikipedia_civil_codes;archive_org_scope,certification_not_determined;missing_amendment_count
IS 2720-13:1986,IS: 2720 (Part. XIII) 1986,2720,13,Direct shear test,1.1 This standard ( Part 1 ) covers the method of preparation of dry samples from the bulk soil sample received from the field for various laboratory tests. ♦Rules for rounding off numerical values ( revistd)* 3 IS : 2720 ( Part 1 )- 1983,scraped,True,Cement & Construction,IS 2720-13:1986,derived_from_year,1986,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.2720.1.1983,medium,minor,,wikipedia_civil_codes;archive_org_scope,certification_not_determined;missing_amendment_count
IS 2720-14:1983,IS:2720 (Part.14) 1983,2720,14,Determination of Density Index (R.D) of cohesionless soil,1.1 This standard ( Part 1 ) covers the method of preparation of dry samples from the bulk soil sample received from the field for various laboratory tests. ♦Rules for rounding off numerical values ( revistd)* 3 IS : 2720 ( Part 1 )- 1983,scraped,True,Cement & Construction,IS 2720-14:1983,derived_from_year,1983,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.2720.1.1983,medium,minor,,wikipedia_civil_codes;archive_org_scope,certification_not_determined;missing_amendment_count
IS 2720-15:1986,IS:2720 (Part.15) 1986,2720,15,Determination of consolidation properties,1.1 This standard ( Part 1 ) covers the method of preparation of dry samples from the bulk soil sample received from the field for various laboratory tests. ♦Rules for rounding off numerical values ( revistd)* 3 IS : 2720 ( Part 1 )- 1983,scraped,True,Cement & Construction,IS 2720-15:1986,derived_from_year,1986,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.2720.1.1983,medium,minor,,wikipedia_civil_codes;archive_org_scope,certification_not_determined;missing_amendment_count
IS 2720-17:1986,IS:2720 (Part.17) 1986,2720,17,Determination of permeability,1.1 This standard ( Part 1 ) covers the method of preparation of dry samples from the bulk soil sample received from the field for various laboratory tests. ♦Rules for rounding off numerical values ( revistd)* 3 IS : 2720 ( Part 1 )- 1983,scraped,True,Cement & Construction,IS 2720-17:1986,derived_from_year,1986,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.2720.1.1983,medium,minor,,wikipedia_civil_codes;archive_org_scope,certification_not_determined;missing_amendment_count
IS 2720-28:1974,IS:2720 (Part.28) 1974,2720,28,"Determination of dry density of soils, in place by the sand replacement method",1.1 This standard ( Part 1 ) covers the method of preparation of dry samples from the bulk soil sample received from the field for various laboratory tests. ♦Rules for rounding off numerical values ( revistd)* 3 IS : 2720 ( Part 1 )- 1983,scraped,True,Cement & Construction,IS 2720-28:1974,derived_from_year,1974,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.2720.1.1983,medium,minor,,wikipedia_civil_codes;archive_org_scope,certification_not_determined;missing_amendment_count
IS 2720-29:1975,IS:2720 (Part.29) 1975,2720,29,"Determination of dry density of soils, in place by the core-cutter method",1.1 This standard ( Part 1 ) covers the method of preparation of dry samples from the bulk soil sample received from the field for various laboratory tests. ♦Rules for rounding off numerical values ( revistd)* 3 IS : 2720 ( Part 1 )- 1983,scraped,True,Mining & Minerals,IS 2720-29:1975,derived_from_year,1975,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.2720.1.1983,medium,minor,,wikipedia_civil_codes;archive_org_scope,certification_not_determined;missing_amendment_count
IS 2720-30:1980,IS:2720 (Part.30) 1980,2720,30,Laboratory vane shear test,1.1 This standard ( Part 1 ) covers the method of preparation of dry samples from the bulk soil sample received from the field for various laboratory tests. ♦Rules for rounding off numerical values ( revistd)* 3 IS : 2720 ( Part 1 )- 1983,scraped,True,Cement & Construction,IS 2720-30:1980,derived_from_year,1980,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.2720.1.1983,medium,minor,,wikipedia_civil_codes;archive_org_scope,certification_not_determined;missing_amendment_count
IS 2720-33:1971,IS:2720 (Part.33) 1971,2720,33,Determination of the density in place by the ring and water replacement method,1.1 This standard ( Part 1 ) covers the method of preparation of dry samples from the bulk soil sample received from the field for various laboratory tests. ♦Rules for rounding off numerical values ( revistd)* 3 IS : 2720 ( Part 1 )- 1983,scraped,True,Cement & Construction,IS 2720-33:1971,derived_from_year,1971,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.2720.1.1983,medium,minor,,wikipedia_civil_codes;archive_org_scope,certification_not_determined;missing_amendment_count
IS 1498:1970,IS:1498 1970,1498,,Classification and identification of soils for General Engineering purposes,1«1 This standard covers a system for classification and indentification of soils for general engineering purposes. The information given in this standard should be considered as for guidance only for treating the soil foi engineering purposes.,scraped,True,Mechanical,IS 1498:1970,derived_from_year,1970,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.1498.1970,medium,minor,,wikipedia_civil_codes;archive_org_scope,certification_not_determined;missing_amendment_count
IS 13270:2013,IS 13270:2013,13270,,"covers fibers intended for use in fiber-reinforced concrete, in all types of concrete and mortar, including sprayed concrete, flooring, precast, in situ and repair concretes","This standard prescribes the following two methods for determination of various gases like oxygen, carbon monoxide, carbon dioxide, nitrogen, hydrocarbon, etc, present in gaseous mixtures: a) Orsat analysis, and b) Gas chromatographic analysis. In case of dispute the gas chromatographic method shall be the refree method.",scraped,True,Cement & Construction,IS 13270:2013,derived_from_year,2013,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.13270.1992,medium,minor,,wikipedia_civil_codes;archive_org_scope,certification_not_determined;missing_amendment_count
IS 2720,IS 2720,2720,,(All Parts) [ 1 ],1.1 This standard ( Part 1 ) covers the method of preparation of dry samples from the bulk soil sample received from the field for various laboratory tests. ♦Rules for rounding off numerical values ( revistd)* 3 IS : 2720 ( Part 1 )- 1983,scraped,True,Cement & Construction,IS 2720:1983,derived_from_year,1983,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.2720.1.1983,medium,minor,,wikipedia_civil_codes;archive_org_scope,certification_not_determined;missing_amendment_count
IS 2386,IS: 2386,2386,,methods of tests for aggregate for concrete. (nine parts),"1.1 This standard ( Part I ) covers the following tests for aggregates for concrete: a) Sieve analysis, b) Determination of materials finer than 75-micron, c) Determination of flakiness index, d) Determination of elongation index, and e) Determination of angularity number.",scraped,True,Cement & Construction,IS 2386:1963,derived_from_year,1963,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.2386.1.1963,medium,minor,,wikipedia_civil_codes;archive_org_scope,certification_not_determined;missing_amendment_count
IS 2430,IS: 2430,2430,,methods of sampling,"!•! This standard prescribes the methods of sampling for coarse and fine aggregates for the following purposes: a) Preliminary investigation of source of supply, b) Inspection of shipment of materials, and c) Inspection of materials on the site of work. 1.2 This standard also specifies methods of sample reduction, packing and forwarding them for examination and testing.",scraped,True,Cement & Construction,IS 2430:1986,derived_from_year,1986,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.2430.1986,medium,minor,,wikipedia_civil_codes;archive_org_scope,certification_not_determined;missing_amendment_count
IS 4082,IS: 4082,4082,,specifications for storage of materials,This standard provides general guidance regarding stacking and storage of construction materials and components at site.,scraped,True,Cement & Construction,IS 4082:1996,derived_from_year,1996,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.4082.1996,medium,minor,,wikipedia_civil_codes;archive_org_scope,certification_not_determined;missing_amendment_count
IS 455,IS: 455,455,,specifications for PSC (Portland slag cement),1.1 This standard covers the manufacture and chemical and physical requirements for Portland slag cement.,scraped,True,Cement & Construction,IS 455:1989,derived_from_year,1989,BIS Product Certification,True,qco_gazette,"Cement (Quality Control) Order, 2003 -- S.O. 191(E) dated 17 Feb 2003 (DPIIT); BIS CMD-1/12:1 dated 08 Dec 2006",,,https://archive.org/details/gov.in.is.455.1989,high,none,6,wikipedia_civil_codes;archive_org_bis;archive_org_scope,
IS 1489,IS: 1489,1489,,specifications for PPC (Portland pozzolana cement),"This standard ( Part 2 ) ( Third Revision) covers the manufacture, physical and chemical requirements of Portland-pozzolana cement manufactured by using calcined clay pozzolana or a mixture of calcined clay and fly ash pozzolana.",scraped,True,Cement & Construction,IS 1489:1991,derived_from_year,1991,BIS Product Certification,True,public_knowledge,,Portland pozzolana cement - all cements under mandatory BIS certification,https://www.bis.gov.in/wp-content/uploads/2021/09/Indian-Standards-in-PWDs.pdf,https://archive.org/details/gov.in.is.1489.2.1991,high,minor,,wikipedia_civil_codes;archive_org_scope,missing_amendment_count
IS 6909,IS: 6909,6909,,specifications for SSC (super-sulphated cement),"1.1 This standard covers the requiremenls for composition, manufacture and testing of supersulphated cement.",scraped,False,Cement & Construction,IS 6909:1990,derived_from_year,1990,BIS Product Certification,True,public_knowledge,,Super-sulphated cement - all cements under mandatory BIS certification,https://www.bis.gov.in/wp-content/uploads/2021/09/Indian-Standards-in-PWDs.pdf,https://archive.org/details/gov.in.is.6909.1990,medium,blocker,,wikipedia_civil_codes;archive_org_scope,scope_too_short (14 words);missing_amendment_count
IS 12330,IS: 12330,12330,,specifications for SRPC (sulphate resistant Portland cement),"1.1 This standard covers the manufacture, chemical and physical requirements and testing of sulphate icsisting Portland cement. of this standard, the 4845-1968* shall apply.",scraped,True,Cement & Construction,IS 12330:1988,derived_from_year,1988,BIS Product Certification,True,public_knowledge,,Sulphate resisting Portland cement - listed under mandatory BIS certification,https://www.indiafilings.com/learn/wp-content/uploads/2015/10/Products-requring-mandatory-BIS-Certification-or-License.pdf,https://archive.org/details/gov.in.is.12330.1988,high,minor,,wikipedia_civil_codes;archive_org_scope,missing_amendment_count
